id_pedido,fecha_pedido,id_cliente,descripcion_pedido,peso,volumen,estado_pedido
972,2022-01-18 14:55:21,66,Aenean sit amet justo. Morbi ut odio.,90,1.2,entregado
973,2024-08-03 15:55:36,74,Duis mattis egestas metus.,15,6.0,en transito
974,2024-07-03 17:41:19,6,Donec quis orci eget orci vehicula condimentum.,90,5.5,entregado
975,2023-06-01 12:39:50,137,In sagittis dui vel nisl.,75,7.2,cancelado
976,2020-06-18 08:32:09,75,Nam dui.,15,8.0,pendiente
977,2022-09-13 09:55:27,16,Duis bibendum.,30,9.1,en transito
978,2020-04-14 07:39:40,101,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",90,8.0,pendiente
979,2020-11-27 05:16:18,59,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",135,7.2,cancelado
980,2023-12-28 19:19:56,42,Nulla nisl. Nunc nisl.,45,9.1,pendiente
981,2023-03-26 21:52:15,82,Nam tristique tortor eu pede.,15,6.0,pendiente
982,2022-04-04 03:40:11,102,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.,60,6.0,entregado
983,2022-03-27 09:58:12,6,In hac habitasse platea dictumst.,60,3.1,pendiente
984,2022-12-27 05:27:25,73,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,75,4.0,pendiente
985,2021-06-24 22:56:39,99,Sed accumsan felis. Ut at dolor quis odio consequat varius.,135,2.5,pendiente
986,2022-02-05 10:57:57,98,Integer tincidunt ante vel ipsum.,150,2.5,cancelado
987,2022-06-20 17:50:46,62,Donec posuere metus vitae ipsum.,45,6.0,cancelado
988,2024-10-18 05:31:30,128,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.,120,9.1,pendiente
989,2024-12-19 10:42:21,104,Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.,45,4.0,en transito
990,2020-09-15 09:11:30,136,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",135,9.1,cancelado
991,2021-08-19 18:31:24,67,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",15,5.5,entregado
992,2023-03-09 03:18:16,114,Proin risus.,45,3.1,entregado
993,2023-12-26 00:07:58,58,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",110,4.0,pendiente
994,2021-10-07 02:54:13,127,Phasellus in felis. Donec semper sapien a libero.,110,1.2,en transito
995,2022-05-06 19:48:56,108,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",120,2.5,pendiente
996,2023-10-08 22:36:44,148,Phasellus sit amet erat. Nulla tempus.,30,2.5,cancelado
997,2023-07-08 18:13:56,106,In sagittis dui vel nisl. Duis ac nibh.,45,3.1,entregado
998,2020-05-28 04:16:20,114,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.,135,1.2,en transito
999,2024-01-27 01:14:34,52,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",90,3.1,en transito
1000,2024-08-10 17:15:27,150,Nulla ac enim.,45,5.5,pendiente
