id_mantenimiento,id_vehiculo,fecha_mantenimiento,tipo_mantenimiento,descripcion_mantenimiento,costo_mantenimiento
962,8,2023-12-13 05:36:47,correctivo,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",189577.6
963,10,2024-08-02 21:43:24,correctivo,Sed ante.,90101.9
964,7,2021-10-26 04:20:47,correctivo,Nullam molestie nibh in lectus. Pellentesque at nulla.,310128.61
965,7,2024-01-23 21:01:26,correctivo,Phasellus in felis.,323763.57
966,10,2023-01-14 06:48:59,preventivo,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",327572.44
967,1,2021-08-16 13:04:09,correctivo,Fusce consequat.,203954.92
968,5,2020-03-16 03:17:13,correctivo,Mauris lacinia sapien quis libero.,104935.33
969,9,2024-03-29 21:51:07,preventivo,Nulla tellus.,64072.48
970,2,2024-01-04 07:41:55,preventivo,Nullam molestie nibh in lectus. Pellentesque at nulla.,27792.02
971,2,2024-04-10 14:10:23,preventivo,Morbi quis tortor id nulla ultrices aliquet.,28259.27
972,5,2023-04-15 04:58:04,preventivo,Integer ac leo. Pellentesque ultrices mattis odio.,320806.17
973,4,2024-03-22 18:22:31,correctivo,Morbi porttitor lorem id ligula.,344479.83
974,7,2020-09-23 06:14:21,correctivo,In hac habitasse platea dictumst.,36086.35
975,4,2022-04-14 06:11:59,preventivo,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",17148.75
976,5,2021-06-30 02:31:06,preventivo,Integer ac neque. Duis bibendum.,105304.21
977,8,2021-10-02 07:31:27,correctivo,Donec posuere metus vitae ipsum. Aliquam non mauris.,273774.87
978,2,2020-05-17 06:28:15,preventivo,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",52463.89
979,5,2020-09-24 10:15:57,preventivo,In congue. Etiam justo.,136082.37
980,6,2021-11-24 02:56:38,correctivo,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",229428.49
981,4,2020-12-17 12:48:31,preventivo,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",16892.93
982,6,2021-12-03 02:35:02,preventivo,Integer tincidunt ante vel ipsum.,110823.04
983,1,2022-07-23 05:22:32,preventivo,Phasellus in felis.,169838.94
984,3,2020-08-12 21:24:09,correctivo,Duis mattis egestas metus. Aenean fermentum.,20282.32
985,4,2023-07-22 05:59:34,preventivo,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",138063.78
986,10,2024-02-11 08:34:56,preventivo,Vivamus vestibulum sagittis sapien.,263617.46
987,4,2020-02-23 23:37:41,correctivo,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",302354.32
988,5,2020-10-25 14:26:43,correctivo,Integer ac leo.,262440.74
989,10,2024-07-05 09:15:43,correctivo,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",267467.29
990,4,2021-02-07 22:35:19,preventivo,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,128684.78
991,5,2021-02-10 16:56:56,correctivo,Nulla tellus.,41381.48
992,2,2020-09-19 20:05:40,correctivo,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",43851.99
993,6,2022-05-20 06:04:25,preventivo,Praesent id massa id nisl venenatis lacinia.,79351.95
994,2,2024-10-13 01:48:41,correctivo,Quisque id justo sit amet sapien dignissim vestibulum.,309042.02
995,2,2024-10-06 04:30:07,correctivo,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",44706.65
996,5,2020-11-06 03:45:13,correctivo,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",60369.1
997,5,2024-08-28 21:29:07,preventivo,Suspendisse accumsan tortor quis turpis.,132491.41
998,8,2021-03-08 10:01:16,preventivo,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.,288247.97
999,9,2024-04-09 05:12:07,correctivo,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",294438.02
1000,7,2024-11-16 23:46:58,correctivo,Nullam porttitor lacus at turpis.,193901.7
